State/UT,Confirmed,Death,Recovered,Date
West Bengal,19,1,0,2020-03-30 00:00:00
West Bengal,26,2,0,2020-03-31 00:00:00
West Bengal,53,3,3,2020-04-03 00:00:00
West Bengal,69,3,10,2020-04-05 00:00:00
West Bengal,80,3,10,2020-04-06 00:00:00
West Bengal,91,3,13,2020-04-07 00:00:00
West Bengal,99,5,13,2020-04-08 00:00:00
West Bengal,103,5,16,2020-04-09 00:00:00
West Bengal,116,5,16,2020-04-10 00:00:00
West Bengal,116,5,16,2020-04-11 00:00:00
West Bengal,134,5,19,2020-04-12 00:00:00
West Bengal,152,7,29,2020-04-13 00:00:00
Andaman and Nicobar Islands,11,0,10,2020-04-15 19:24:27.630189
Andhra Pradesh,503,9,16,2020-04-15 19:24:27.630189
Arunachal Pradesh,1,0,0,2020-04-15 19:24:27.630189
Assam,33,1,0,2020-04-15 19:24:27.630189
Bihar,70,1,29,2020-04-15 19:24:27.630189
Chandigarh,21,0,7,2020-04-15 19:24:27.630189
Chhattisgarh,33,0,13,2020-04-15 19:24:27.630189
Delhi,1561,30,30,2020-04-15 19:24:27.630189
Goa,7,0,5,2020-04-15 19:24:27.630189
Gujarat,695,30,59,2020-04-15 19:24:27.630189
Haryana,199,3,34,2020-04-15 19:24:27.630189
Himachal Pradesh,33,1,13,2020-04-15 19:24:27.630189
Jammu and Kashmir,278,4,30,2020-04-15 19:24:27.630189
Jharkhand,27,2,0,2020-04-15 19:24:27.630189
Karnataka,277,11,75,2020-04-15 19:24:27.630189
Kerala,387,3,211,2020-04-15 19:24:27.630189
Ladakh,17,0,10,2020-04-15 19:24:27.630189
Madhya Pradesh,987,53,64,2020-04-15 19:24:27.630189
Maharashtra,2687,178,259,2020-04-15 19:24:27.630189
Manipur,2,0,1,2020-04-15 19:24:27.630189
Meghalaya,7,1,0,2020-04-15 19:24:27.630189
Mizoram,1,0,0,2020-04-15 19:24:27.630189
Nagaland,0,0,0,2020-04-15 19:24:27.630189
Odisha,60,1,18,2020-04-15 19:24:27.630189
Puducherry,7,0,1,2020-04-15 19:24:27.630189
Punjab,186,13,14,2020-04-15 19:24:27.630189
Rajasthan,1005,3,147,2020-04-15 19:24:27.630189
Tamil Nadu,1204,12,81,2020-04-15 19:24:27.630189
Telengana,647,18,120,2020-04-15 19:24:27.630189
Tripura,2,0,0,2020-04-15 19:24:27.630189
Uttarakhand,37,0,9,2020-04-15 19:24:27.630189
Uttar Pradesh,735,11,51,2020-04-15 19:24:27.630189
West Bengal,213,7,37,2020-04-15 19:24:27.630189
Andaman and Nicobar Islands,11,0,10,2020-04-16 19:12:30.166805
Andhra Pradesh,534,14,20,2020-04-16 19:12:30.166805
Arunachal Pradesh,1,0,0,2020-04-16 19:12:30.166805
Assam,33,1,5,2020-04-16 19:12:30.166805
Bihar,74,1,29,2020-04-16 19:12:30.166805
Chandigarh,21,0,7,2020-04-16 19:12:30.166805
Chhattisgarh,33,0,17,2020-04-16 19:12:30.166805
Delhi,1578,32,42,2020-04-16 19:12:30.166805
Goa,7,0,5,2020-04-16 19:12:30.166805
Gujarat,871,36,64,2020-04-16 19:12:30.166805
Haryana,205,3,43,2020-04-16 19:12:30.166805
Himachal Pradesh,35,1,16,2020-04-16 19:12:30.166805
Jammu and Kashmir,300,4,36,2020-04-16 19:12:30.166805
Jharkhand,28,2,0,2020-04-16 19:12:30.166805
Karnataka,315,13,82,2020-04-16 19:12:30.166805
Kerala,388,3,218,2020-04-16 19:12:30.166805
Ladakh,17,0,10,2020-04-16 19:12:30.166805
Madhya Pradesh,1120,53,64,2020-04-16 19:12:30.166805
Maharashtra,2919,187,295,2020-04-16 19:12:30.166805
Manipur,2,0,1,2020-04-16 19:12:30.166805
Meghalaya,7,1,0,2020-04-16 19:12:30.166805
Mizoram,1,0,0,2020-04-16 19:12:30.166805
Nagaland,0,0,0,2020-04-16 19:12:30.166805
Odisha,60,1,18,2020-04-16 19:12:30.166805
Puducherry,7,0,1,2020-04-16 19:12:30.166805
Punjab,186,13,27,2020-04-16 19:12:30.166805
Rajasthan,1023,3,147,2020-04-16 19:12:30.166805
Tamil Nadu,1242,14,118,2020-04-16 19:12:30.166805
Telengana,698,18,120,2020-04-16 19:12:30.166805
Tripura,2,0,1,2020-04-16 19:12:30.166805
Uttarakhand,37,0,9,2020-04-16 19:12:30.166805
Uttar Pradesh,773,13,68,2020-04-16 19:12:30.166805
West Bengal,231,7,42,2020-04-16 19:12:30.166805
Andaman and Nicobar Islands,11,0,10,2020-04-17 21:24:54.957614
Andhra Pradesh,572,14,36,2020-04-17 21:24:54.957614
Arunachal Pradesh,1,0,0,2020-04-17 21:24:54.957614
Assam,35,1,5,2020-04-17 21:24:54.957614
Bihar,83,1,37,2020-04-17 21:24:54.957614
Chandigarh,21,0,9,2020-04-17 21:24:54.957614
Chhattisgarh,36,0,23,2020-04-17 21:24:54.957614
Delhi,1640,38,51,2020-04-17 21:24:54.957614
Goa,7,0,6,2020-04-17 21:24:54.957614
Gujarat,1021,38,74,2020-04-17 21:24:54.957614
Haryana,205,3,43,2020-04-17 21:24:54.957614
Himachal Pradesh,35,1,16,2020-04-17 21:24:54.957614
Jammu and Kashmir,314,4,38,2020-04-17 21:24:54.957614
Jharkhand,29,2,0,2020-04-17 21:24:54.957614
Karnataka,353,13,82,2020-04-17 21:24:54.957614
Kerala,395,3,245,2020-04-17 21:24:54.957614
Ladakh,18,0,14,2020-04-17 21:24:54.957614
Madhya Pradesh,1308,57,65,2020-04-17 21:24:54.957614
Maharashtra,3205,194,300,2020-04-17 21:24:54.957614
Manipur,2,0,1,2020-04-17 21:24:54.957614
Meghalaya,9,1,0,2020-04-17 21:24:54.957614
Mizoram,1,0,0,2020-04-17 21:24:54.957614
Nagaland,0,0,0,2020-04-17 21:24:54.957614
Odisha,60,1,19,2020-04-17 21:24:54.957614
Puducherry,7,0,1,2020-04-17 21:24:54.957614
Punjab,186,13,27,2020-04-17 21:24:54.957614
Rajasthan,1131,11,164,2020-04-17 21:24:54.957614
Tamil Nadu,1267,15,180,2020-04-17 21:24:54.957614
Telengana,743,18,186,2020-04-17 21:24:54.957614
Tripura,2,0,1,2020-04-17 21:24:54.957614
Uttarakhand,37,0,9,2020-04-17 21:24:54.957614
Uttar Pradesh,846,14,74,2020-04-17 21:24:54.957614
West Bengal,255,10,51,2020-04-17 21:24:54.957614
Andaman and Nicobar Islands,12,0,11,2020-04-18 19:06:24.885088
Andhra Pradesh,603,15,42,2020-04-18 19:06:24.885088
Arunachal Pradesh,1,0,0,2020-04-18 19:06:24.885088
Assam,35,1,9,2020-04-18 19:06:24.885088
Bihar,85,2,37,2020-04-18 19:06:24.885088
Chandigarh,21,0,9,2020-04-18 19:06:24.885088
Chhattisgarh,36,0,24,2020-04-18 19:06:24.885088
Delhi,1707,42,72,2020-04-18 19:06:24.885088
Goa,7,0,6,2020-04-18 19:06:24.885088
Gujarat,1272,48,88,2020-04-18 19:06:24.885088
Haryana,225,3,43,2020-04-18 19:06:24.885088
Himachal Pradesh,38,1,16,2020-04-18 19:06:24.885088
Jammu and Kashmir,328,5,42,2020-04-18 19:06:24.885088
Jharkhand,33,2,0,2020-04-18 19:06:24.885088
Karnataka,371,13,92,2020-04-18 19:06:24.885088
Kerala,396,3,255,2020-04-18 19:06:24.885088
Ladakh,18,0,14,2020-04-18 19:06:24.885088
Madhya Pradesh,1355,69,69,2020-04-18 19:06:24.885088
Maharashtra,3323,201,331,2020-04-18 19:06:24.885088
Manipur,2,0,1,2020-04-18 19:06:24.885088
Meghalaya,11,1,0,2020-04-18 19:06:24.885088
Mizoram,1,0,0,2020-04-18 19:06:24.885088
Nagaland,0,0,0,2020-04-18 19:06:24.885088
Odisha,60,1,21,2020-04-18 19:06:24.885088
Puducherry,7,0,3,2020-04-18 19:06:24.885088
Punjab,202,13,27,2020-04-18 19:06:24.885088
Rajasthan,1229,11,183,2020-04-18 19:06:24.885088
Tamil Nadu,1323,15,283,2020-04-18 19:06:24.885088
Telengana,791,18,186,2020-04-18 19:06:24.885088
Tripura,2,0,1,2020-04-18 19:06:24.885088
Uttarakhand,42,0,9,2020-04-18 19:06:24.885088
Uttar Pradesh,969,14,86,2020-04-18 19:06:24.885088
West Bengal,287,10,55,2020-04-18 19:06:24.885088
Andaman and Nicobar Islands,14,0,11,2020-04-19 21:15:20.053687
Andhra Pradesh,603,15,42,2020-04-19 21:15:20.053687
Arunachal Pradesh,1,0,0,2020-04-19 21:15:20.053687
Assam,35,1,12,2020-04-19 21:15:20.053687
Bihar,86,2,37,2020-04-19 21:15:20.053687
Chandigarh,23,0,10,2020-04-19 21:15:20.053687
Chhattisgarh,36,0,24,2020-04-19 21:15:20.053687
Delhi,1893,43,72,2020-04-19 21:15:20.053687
Goa,7,0,6,2020-04-19 21:15:20.053687
Gujarat,1604,58,94,2020-04-19 21:15:20.053687
Haryana,233,3,87,2020-04-19 21:15:20.053687
Himachal Pradesh,39,1,16,2020-04-19 21:15:20.053687
Jammu and Kashmir,341,5,51,2020-04-19 21:15:20.053687
Jharkhand,35,2,0,2020-04-19 21:15:20.053687
Karnataka,384,14,104,2020-04-19 21:15:20.053687
Kerala,400,3,257,2020-04-19 21:15:20.053687
Ladakh,18,0,14,2020-04-19 21:15:20.053687
Madhya Pradesh,1407,70,127,2020-04-19 21:15:20.053687
Maharashtra,3651,211,365,2020-04-19 21:15:20.053687
Manipur,2,0,1,2020-04-19 21:15:20.053687
Meghalaya,11,1,0,2020-04-19 21:15:20.053687
Mizoram,1,0,0,2020-04-19 21:15:20.053687
Nagaland,0,0,0,2020-04-19 21:15:20.053687
Odisha,61,1,24,2020-04-19 21:15:20.053687
Puducherry,7,0,3,2020-04-19 21:15:20.053687
Punjab,219,16,31,2020-04-19 21:15:20.053687
Rajasthan,1351,11,183,2020-04-19 21:15:20.053687
Tamil Nadu,1372,15,365,2020-04-19 21:15:20.053687
Telengana,844,18,186,2020-04-19 21:15:20.053687
Tripura,2,0,1,2020-04-19 21:15:20.053687
Uttarakhand,42,0,9,2020-04-19 21:15:20.053687
Uttar Pradesh,1084,17,108,2020-04-19 21:15:20.053687
